,News,Subjectivity,Polarity,Analysis
187,"['', 'China’s donation of 50,000 doses of COVID-19 vaccines arrived in Sarajevo, Bosnia and Herzegovina, on April 29. Footage shared by Radio Free Europe shows Ji Ping, the Chinese Ambassador to Bosnia and Herzegovina, signing a “letter of handover” with Ankica Gudeljević, the country’s Minister of Civil Affairs. According to Bosnia-Herzegovina’s government-owned news agency FENA NEWS, Ambassador Ping said that “cooperation and solidarity are the only way to win over the virus” and that China would continue to “support BiH in the fight against the pandemic and provide assistance within its capabilities.” Credit: Radio Free Europe/Radio Liberty via Storyful', 'Storyful', 'Read More', 'Our Apps']",0.5833333333333334,0.35000000000000003,Positive
189,"['A year ago, a cemetery operator in COVID-ravaged Brazil described his “nightmare”. But 12 months later it is worse than he ever imagined.', 'In April last year, a cemetery operator in COVID-ravaged Brazil described his “nightmare”. Fast forward 12 months and it is much worse.', 'Last year, at the start of the pandemic, Manual Viana, who looks after the burials of Brazilians at the Nossa Senhora Aparecida cemetery in Manaus, the capital of Amazonas state, described what it was like to have to dig mass graves for those who did not survive the first wave of coronavirus.', '“I just wish a helicopter would come and fly me away from here,” he told Washington-based non-profit media company NPR at the time. “We are living through a nightmare.”', 'He said the use of heavy machinery to dig mass graves capable of holding multiple coffins was “the only option” because it was “humanly impossible” to stay on top of the rising death toll by hand.', 'Now, 12 months on, pictures from Mr Viana’s cemetery show graves are being dug in streets because there are no remaining plots to bury the dead.', 'RELATED: Brazil variant hospitalises, kills more young people', 'RELATED: ‘Apocalyptic’: Inside India’s COVID nightmare', 'It is just one sign of Brazil’s ongoing struggle to cope with the pandemic as the country’s death toll surpassed 400,000 on Thursday. It is just the second country to reach the grim milestone after the United States.', 'Surge in cases pushes health care system to brink of collapse', 'The country’s health ministry reported 3001 COVID-19 deaths in the past 24 hours, bringing Brazil’s overall toll to 401,186.', 'With a population of 212 million, the South American nation also has one of the highest mortality rates in the pandemic, at 189 deaths per 100,000 inhabitants – the worst in the Americas and one of the top 15 worldwide.', 'Brazil has been devastated by a surge in cases since the start of the year that pushed hospitals to the brink of collapse in many areas.', 'Although it appears to have passed the peak of the new wave, the number of daily deaths remains staggeringly high, at an average of 2526 a day over the past week, behind only India.', 'Experts blame the latest surge partly on the “Brazil variant” of the virus, a mutation that emerged in or around the city of Manaus in December.', 'The pandemic has now claimed 400,000 lives in Brazil. About one in every 500 Brazilians has died of covid-19.', 'RELATED: Horror images show Brazil on its knees', 'Known as P1, the variant can reinfect people who have had the original strain of the virus, and may be more contagious.', '“P1 has had a very big impact. Nothing was done to contain the variant when there was a spike in January in Manaus. It was only a matter of time before it swept across Brazil,” said epidemiologist Ethel Maciel of Espirito Santo Federal University.', 'P1 is now circulating in 54 countries, according to the World Health Organisation, which labels it a “variant of concern,” along with the British and South African strains.', 'Vaccine shortages impact an already struggling nation', 'The country is meanwhile struggling with vaccine shortages.', 'Around 28 million people in Brazil have received a first COVID-19 vaccine dose, just over 13 per cent of the population. About 12.7 million have received their second dose.', 'But cities in 14 of Brazil’s 27 states have had to suspend second doses because of shortages.', 'In a small piece of good news, the first million doses of the Pfizer vaccine were due to arrive Thursday evening, adding to Brazil’s two current options, the AstraZeneca vaccine and Chinese-developed CoronaVac.', 'Bolsonaro investigated over handling of health crisis', 'On Tuesday, the Senate opened an investigation into whether there was criminal neglect in President Jair Bolsonaro’s handling of the pandemic.', 'The far-right president has controversially downplayed the virus, fought stay-at-home measures to contain it and rejected offers of various vaccines – including, initially, Pfizer’s.', 'But Mr Bolsonaro refused to accept any blame over the country’s health crisis, telling supporters: “I was wrong about nothing.”', 'The President argues the economic damage of measures such as a national lockdown would cause more suffering than the virus itself.', 'But the commission’s rapporteur vowed to hold officials accountable for mishandling the crisis.', 'Senators will be investigating, among other things, horrific scenes such as those that unfolded earlier this year in Manaus, where dozens of COVID-19 patients suffocated to death due to oxygen shortages.', '“The country has the right to know who contributed to these thousands of deaths, and they must be punished immediately,” said the rapporteur, Senator Renan Calheiros.', '“There is no statute of limitations on crimes against humanity … We will wage a crusade against this agenda of death.”', '– with AFP', 'Chaotic scenes are playing out across North Carolina as a cyberattack that shut down one of America’s largest oil pipelines wreaks havoc.', 'Prince Harry and Meghan Markle’s current corporate move involves collaborating with a US consumer goods giant, and the deal has a link to Meghan’s past.', 'Our Apps']",0.43867831374974214,0.002997938569367136,Positive
190,"['Health authorities have revealed how an airport mishap allowed passengers into the wrong zone, potentially exposing almost 400 people to coronavirus.', 'An employee at Brisbane International Airport mistakenly directed a returned traveller, who later tested positive to COVID-19, into the wrong area where they mingled with passengers bound for New Zealand.', 'The airport was dubbed a “venue of concern” after it was revealed the passenger, who had travelled from Papua New Guinea, potentially exposed to the virus to 390 passengers who flew to New Zealand from Brisbane on three separate flights.', 'The infected man travelled from a “red zone” or high risk country but was inadvertently allowed to cross into the safe “green zone” area at Brisbane Airport, where passengers were waiting to travel to New Zealand.', 'Chief health officer Jeannette Young revealed the employee mistakenly directed the two travellers into the “green side” path at the airport instead of keeping them in the “red side”.', 'The infected man and a companion unintentionally spent two hours in the green zone on Thursday morning before they were escorted to their rightful area.', '“It was just an error in terms of that staff member, which the Brisbane Airport Corporation has apologised,” Dr Young told reporters on Friday afternoon.', '“Errors happen. We know they happen, which is why we have all of those other mitigating factors in place, and they all worked so it was picked up.”', 'Dr Young said the incident had not led to “any significant risk” and authorities had thoroughly investigated to ensure there were no problems.', 'The pair dined at Hudson Cafe for about 90 minutes before using the toilets and visiting a second retail outlet.', 'Staff at the cafe have been asked to isolate for two weeks, but Dr Young said other customers in the cafe did not need to because of the cafe’s open space.', 'Earlier on Friday, she declared the international terminal a venue of concern.', '“Anyone who was in the terminal between 9.45am and midday on Thursday, 29 April 2021, should monitor their symptoms and get tested immediately if they feel unwell.', '“Once the mistake was identified, the two passengers were tested for COVID-19.', '“One man’s initial test was equivocal, meaning it was neither positive nor negative. Further testing revealed he is positive. The other passenger is negative.”', 'Dr Young said New Zealand authorities had been alerted to the error and the risk of Queenslanders becoming infected was low.', 'The three flights affected are Air New Zealand NZ202 from Brisbane to Christchurch, Air New Zealand NZ146 from Brisbane to Auckland, and Qantas QF135 from Brisbane to Christchurch.', '“Staff who came into contact with this case have been placed into quarantine,” she said.', '“We have advised the NZ Ministry of Health of the latest results, and they are taking their own protection measures.”', 'Two of todayâ\x80\x99s new cases were detected in hotel quarantine. One case was detected in Brisbane Airportâ\x80\x99s International Terminal. #covid19au', 'Premier Annastacia Palaszczuk took to social media on Friday morning to confirm one of the passengers had tested positive to COVID-19.', 'The two passengers who arrived on Thursday morning into the red zone were let into the area designated for New Zealand arrivals due to “human error”, Brisbane Airport Corporation confirmed.', 'They were eventually found by airport staff and returned to the red zone. Three “green” flights departed within the two-hour period to New Zealand, potentially exposing 390 passengers to COVID-19.', 'The pair had returned negative results before leaving Port Moresby, but a second test on Thursday returned a “weak positive” for one of the travellers.', 'Dr Young earlier said the two passengers posed a low risk to others.', '“While at the airport, they wore masks and socially distanced and neither has reported symptoms,” she said.', '“They were in the wrong zone through no fault of their own, and we appreciate their patience and co-operation while we rule them out as cases.', '“We’re also grateful for the prompt action by Brisbane Airport staff once the mistake was identified.”', 'On Thursday night the New Zealand Ministry of Health urged passengers who arrived on flights NZ202 (Brisbane to Christchurch), NZ146 (Brisbane to Auckland) and QF135 (Brisbane to Christchurch) to monitor their health for the next two weeks.', 'Queensland recorded two cases in hotel quarantine on Friday.', '– with Emily Cosenza', ""To join the conversation, please\n log in. Don't have an account?\n Register"", 'Join the conversation, you are commenting as  Logout', 'Protesters have parked trucks in the middle of roads around Parliament House, and say they plan to spend hours on top of the vehicles.', 'It’s been labelled a big-spending pre-election budget, but the Opposition Leader says there’s nothing to show for being plunged further into debt.', 'Our Apps']",0.41400808080808077,0.04417373737373736,Positive
193,"['A record day of COVID019 cases has pushed India’s infections to 18 million. But many fear this number is hiding something much worse.', 'Days of record COVID-19 infections and deaths have seen India reach a grim milestone, with the country topping 18 million cases, but experts believe this figure is hiding a much worse crisis.', 'In the past three days India recorded one million infections, with the nation experiencing a new single-day record on Thursday after confirming 379,257 cases and 3645 deaths.', 'The country’s official COVID-19 figures stand at almost 18.4 million cases and 204,832 fatalities, though researchers and health workers have warned the true numbers are much higher.', 'Some experts have estimated the cases and deaths are likely between five and 10 times higher than what is being reported, while others believe it could be up to 30 times higher.', 'Scientists have been using serology surveys to get a more accurate measure of infection rates, with a previous national survey showing the number of cases in India is likely “20 to 30 times higher than what had been reported.', 'RELATED: COVID victim’s terrifying final words', 'RELATED: Unfolding virus crisis we’re overlooking', 'Applying this to India’s latest figures raises the estimated total infections for the country to 540 million cases, more than half a billion infections.', 'Director of the Centre for Disease Dynamics, Economics and Policy in New Delhi, Ramanan Laxminarayan, told CNN it was “widely known” the case numbers and death toll were being under-reported.', '“Last year we estimated that only one in about 30 infections were being caught by testing, so the reported cases are a serious underestimate of true infections,” he said.', '“This time, the mortality figures are probably serious underestimates, and what we’re seeing on the ground is many more deaths than what has been officially reported.”', 'Crematoriums and hospitals overflowing', 'The situation in crematoriums across the country is also pointing to a much higher death toll than what is being officially reported.', 'Mass cremations are taking place in multiple cities, with the facilities being forced to spill out into parking lots and on roads in order to keep up with the constant stream of COVID-19 victims.', 'There have been multiple reports of discrepancies in the numbers being reported by crematoriums and the number of cremations actually taking place.', 'On April 17, the state of Gujarat claimed 78 COVID-19 deaths but newspapers reported 689 cremations linked to the virus took place across seven of the state’s cities that same day.', 'Similar complaints have also surfaced in Uttar Pradesh and Madhya Pradesh.', 'Indian journalist Rana Ayyub described the country’s situation as “apocalyptic”.', 'RELATED: ‘Murderously reckless’ pics spark backlash', 'RELATED: Husband’s haunting act amid India chaos', 'Suresh Bhai, a worker at one of the large cremation grounds in Ahmedabad, Gujarat, told The New York Times he had been instructed by his bosses to write “sickness” instead of COVID-19 on the documentation handed over to families of victims.', 'The situation India’s hospitals is just as grim, with patients gasping for breath due to the serious undersupply of oxygen.', 'Families are being forced to put out plea for help on social media, begging for hospital beds and oxygen cylinders in an attempt to save their loved ones.', 'More than 40 countries have committed to sending vital medical aid to the country, however, the oxygen crisis is still expected to continue into mid-May.', 'India’s crisis a warning to the rest of the world', 'As the situation in India worsens, the World Health Organisation has issued a stark warning to countries thinking of easing COVID-19 restrictions.', 'Irish Prime Minister Micheal Martin announced plans to lift lockdown restrictions starting May 10, including “vaccine bonus” perks for those who have had both jabs.', '“Hope is returning,” Martin said.', 'Portugal said it would reopen its land border with Spain on Saturday.', 'In New York, Mayor Bill de Blasio said the city hopes to “fully reopen” on July 1.', 'And in France, cafes, cultural venues and business will reopen in several phases from next month, President Emmanuel Macron said.', 'WHO has warned relaxing restrictions too quickly could spark a “perfect storm” for a new wave of infections across the US and Europe.', '“When personal protective measures are being relaxed, when there are mass gatherings, when there are more contagious variants and the vaccination coverage is still low this can create a perfect storm in any country,” head of WHO Europe, Hans Kluge, told reporters Thursday.', '“It is very important to realise that the situation in India can happen anywhere.”', '‘Double mutant’ variant blamed as vaccines ramp up', 'India’s second wave has been blamed on a new “double mutant” COVID-19 variant called B. 1.617, with officials suggesting continued mass gatherings across the country are partly to blame for allowing the variant to spread so quickly.', 'WHO recently listed the B. 1.617 mutation as a “variant of interest” but stopped short of declaring it a “variant of concern”, which would label it as more transmissible or deadly than the original.', 'There is also concern this variant may be combining with other easily spread variants, which could be playing a roll in the record number of cases across India.', '“Indeed, studies have highlighted that the spread of the second wave has been much faster than the first,” the WHO said.', 'The Indian government is planning to tackle this crisis by ramping up its vaccination program, announcing vaccinations will be open to all adults from Saturday. It had previously limited shots to the over-45s and certain other groups.', 'However, despite the country being home to the world’s largest vaccine producer, the Serum Institute of India, many states believe they won’t have enough stock to expand the rollout.', 'About 140 million of India’s 1.4 billion population has received a COVID-19 vaccine, with under two per cent of those receiving both doses.', ""To join the conversation, please\n log in. Don't have an account?\n Register"", 'Join the conversation, you are commenting as  Logout', 'Chaotic scenes are playing out across North Carolina as a cyberattack that shut down one of America’s largest oil pipelines wreaks havoc.', 'Prince Harry and Meghan Markle’s current corporate move involves collaborating with a US consumer goods giant, and the deal has a link to Meghan’s past.', 'Our Apps']",0.44236101813421397,0.06664710432751669,Positive
194,"['', 'Queensland authorities are investigating a COVID-19 health breach at Brisbane International Airport.\n\nTwo travellers from high-risk Papua New Guinea were mistakenly allowed into a ""green zone"" near hundreds of passengers heading to New Zealand.', 'SKY', 'Read More', 'Our Apps']",0.35151515151515156,0.11212121212121212,Positive
195,"['A father’s harrowing last words before he died from COVID are revealed as death predictions in India worsen. WARNING: Distressing images', 'WARNING: Distressing images', 'A woman has shared the harrowing last words of her father as he died from coronavirus in India.', 'The country has been setting global record daily case numbers as devastating stories and images emerge from the epicentre and its surrounds. New Delhi is now reporting one death every four minutes.', 'Today is the eight-straight day of record figures and experts say that’s not likely to stop, as medical supplies dwindle and delayed safety measures have caused strife for containing the spread.', 'Figures are expected to continue to peak for the next few weeks as cases spiral.', 'Almost 400,000 new cases were confirmed yesterday, more than 30,000 above the 7-day average. At least 3600 people died in the last 24 hours, taking India’s total COVID-19 cases pass 18 million.', '“India is still on an upward trajectory where the rate of infection is still moving at very fast and very horrifying rates at the moment,” ABC’s South Asia correspondent James Oaten said from New Delhi.', 'RELATED: Loophole putting Australia in danger', 'RELATED: Cricket stars expose COVID border bungle', 'Barkha Dutt’s father was among the dead yesterday, with the Washington Post columnist telling CNN he died after the oxygen tank in the ambulance that was rushing him to hospital ran out.', '“My father’s last words to me were: ‘I’m choking, please give me treatment’,” she said.', '“I have nobody left, I feel alone.”', 'Ms Dutt said that despite being an “upper-middle class Indian who can pay for the best private medical treatment”, the shortage of supplies knew no bounds.', '“By the time we reached hospital, he had to be taken into ICU. He never made it back.”', 'She said when the family went to cremate his body, “there was no space” and a there was a “physical fight that erupted between families”.', 'The spiking body count has overwhelmed crematoriums and graveyards, and caused a shortage of wood for funeral pyres.', 'Ms Dutt said she met families at cremation grounds where “bodies were lying on the floor”.', 'Horror prediction, gravediggers work', 'Experts suggest current data predicts deaths in India could peak at up to 14,000 a day.', 'The Institute for Health Metrics and Evaluation at the University of Washington in Seattle has predicted that the death toll will continue to rise, peaking at almost 14,000 on May 16.', 'Director Dr Christopher Murray warned “there’s a lot of bad times ahead” for India as infections are close to their peak next week.', 'The Indian government has been criticised for its lacklustre handling of the spread of the virus, with political rallies and religious festivals allowed across the country.', 'It’s a blow for Prime Minister Narendra Modi who just months ago claimed the country had defeated the virus and concerns grow of the government’s level of transparency over official figures.', 'Dr Murray told CNN the appearance of new COVID-19 variants have increased transmission and meant that people could be reinfected with a new strain.', 'Meanwhile, gravediggers are “working around the clock”, doing 24-hour shifts in Mumbai to bury victims while hundreds more were being cremated in parks and car parks in New Delhi that have been converted to crematoriums.', '‘Unprecedented situation’', 'A number of flights carrying medical supplies worth almost $130 million are en route to India after more than 40 countries, including Australia, committed to sending vital medical aid to the country, Foreign Secretary Harsh Vardhan Shringla said overnight.', '|But many countries have come forward on their own to offer us assistance,” Mr Shringla said.', 'The supplies include almost 550 oxygen-generating plants, more than 4000 oxygen concentrators, 10,000 oxygen cylinders as well as 17 cryogenic tankers.', 'Hundreds of thousands of doses of COVID-19 treatment drugs remdesivir, favipiravir and tocilizumab, as well as raw materials to produce vaccines and remdesivir, were also being sent.', '“It is an unprecedented situation … we are sourcing many of these items from many countries,” Mr Shringla said.', 'Oxygen supplies are among the most sought after supplies amid a severe shortage, but the equipment, sent from the United States, Europe and Singapore to name a few, is “really more a trickle than a flood compared to India’s huge population,” Mr Oaten said.', '“This is a collapsed health care system and people just can’t get into hospitals,” he said.', 'Despite this, the Indian government will open vaccinations to all adults from Saturday. It had previously limited shots to the over-45s and certain other groups.', 'Several states have warned, however, that they do not have sufficient vaccine stocks and the expanded rollout is threatened by administrative bickering, confusion over prices and technical glitches on the government’s digital vaccine platform.', '“The queues here are so colossal,” Jayanti Vasant told AFP as he waited at a busy vaccination centre in Bangalore.', '“The people are just fighting amongst themselves.”', '— with AFP', ""To join the conversation, please\n log in. Don't have an account?\n Register"", 'Join the conversation, you are commenting as  Logout', 'People unaware who Chris Watts is may think nothing of this family photo, but it’s left viewers of a TV show absolutely outraged.', 'A man sexually assaulted a woman sleeping next to him in bed after a wedding while his wife slept on the other side.', 'Our Apps']",0.3859016095016095,0.06753692973692974,Positive
196,"['', 'Pallets of oxygen cylinders were packaged to leave Travis Air Force Base in California on April 27, headed for India, where a second wave of coronavirus has seen hospitals struggle. The White House said the US would supply India with more than $100 million worth of “urgent relief.” Officials said aid flights would arrive from April 29 in India, carrying, besides oxygen, protective personal equipment (PPE), vaccine manufacturing supplies, and rapid diagnostic tests. DVIDS shared footage of the “brand-new, high-quality supplies” in the 60th Aerial Port Squadron Warehouse at the base in Solano County, California. India recorded 379,257 new cases of COVID-19 on April 29. Credit: DVIDS via Storyful', 'Storyful', 'Read More', 'Our Apps']",0.4282828282828283,-0.018181818181818188,Negative
199,"['Shocking footage from the doorstep of a hospital in COVID-ravaged India has revealed the nation’s terrifying new low. WARNING: Distressing', 'WARNING: Distressing content', 'Footage from the doorstep of a hospital in India represents a new low for a nation ravaged by the coronavirus.', 'Video from King George Hospital in the southeastern coastal state of Andhra Pradesh shows a 16-month-old baby girl dying in the back of a van while her father desperately pumps oxygen into her lungs by hand.', 'Her mother screams and cries for help but no help comes. The little girl, who local reporters say tested positive for COVID-19, died 90 minutes after the video was recorded.', 'Filmmaker Uma Sudhim from Indian news media company New Delhi Television Ltd shared the distressing moments on Twitter.', '“A mother wailing/pleading in front of King George Hospital asking for admission & treatment for her 16-month old baby girl who reportedly tested (positive for COVID-19); she says ‘we don’t want bed, just treat my baby’; baby died after 90 minutes at doorstep of (hospital),” she wrote.', '“Father constantly pressing (ambulance) bag to keep his baby alive as he says baby first tested negative in rapid antigen test, then tested positive, she was denied treatment in hospitals & brought to biggest & govt hospital but died without treatment.”', ""A mother wailing/ pleading in front of #KGH#Vizag asking for admission & treatment for her 16-month old baby girl who reportedly tested #Covid+ve; she says 'we don't want bed, just treat my baby'; baby died after 90 minutes at doorstep of Hosp @AndhraPradeshCM@ndtv@ndtvindiapic.twitter.com/bjgW4juY3f"", 'The baby girl is one of a countless number of victims who have died outside hospitals while waiting for emergency care and oxygen as India’s healthcare system collapses under the weight of an unprecedented second wave.', 'India on Thursday recorded a new record rise in coronavirus cases with 379,257 and 3645 deaths, taking the country’s overall cases to 18 million.', 'India’s death toll also rose above 200,000 according to health ministry data, however, experts fear the actual death toll could be much higher.', 'Help is on its way in the form of $100 million in supplies from the US, including nearly one million instant tests.', 'The White House said the first lot would arrive on Thursday in New Delhi via a military plane, days after President Joe Biden promised to step up assistance to the emerging US ally.', 'The first shipment includes 960,000 rapid tests, which can detect COVID-19 in 15 minutes, and 100,000 N95 masks for frontline health workers.', 'RELATED: Overseas Aussies ‘worried’ to come home', 'The US is also sending 1000 refillable oxygen cylinders and 1700 concentrators that produce oxygen for patients from the air.', 'Nations have rushed supplies to India as it contends with one of the world’s most catastrophic surges of COVID-19 since the pandemic began, overwhelming hospitals and pushing crematoriums past capacity.', 'In the last week, India has recorded more than 300,000 new cases every day.', 'The problem with oxygen is very real, even though experts say the vast nation of 1.3 billion people is producing enough oxygen — just over 7000 tonnes a day. Most is for industrial use, but can be diverted for medical purposes.', 'The bottlenecks are in transport and storage.', 'Liquid oxygen at very low temperatures has to be transported in cryogenic tankers to distributors, which then convert it into gas for filling cylinders. But India is short of cryogenic tankers.', 'The government is importing mobile oxygen generation plants and tankers, building more than 500 new plants and buying portable oxygen concentrators.', 'RELATED: Husband’s haunting act amid India chaos', 'Industries have been ordered by the government not to use liquid oxygen. Oxygen supplies are being brought to hard-hit regions using special train services.', 'The military has also been mobilised to transport tankers and other supplies domestically and from international sources.', 'Emergency medical supplies — including liquid oxygen, cryogenic tankers, concentrators and ventilators — are being flown in from other countries in a huge aid effort.', 'Oxygen shortages are still affecting badly-hit regions despite the measures to boost supply, transport and storage.', 'Reports have emerged of hospitals asking patients to arrange for their own cylinders and of people dying even after being admitted due to low oxygen supplies.', 'Social media platforms have been filled with posts by desperate families hunting for cylinders and refills.', 'Meanwhile, there is a growing black market for cylinders and concentrators sold far above their usual retail prices.', '— with AFP', 'Chaotic scenes are playing out across North Carolina as a cyberattack that shut down one of America’s largest oil pipelines wreaks havoc.', 'Prince Harry and Meghan Markle’s current corporate move involves collaborating with a US consumer goods giant, and the deal has a link to Meghan’s past.', 'Our Apps']",0.4223706045416571,0.04673838953444215,Positive
200,"['An alarming statistic has shown how heavily the hotel sector has been hammered by COVID-19, and the industry is begging for help.', 'Hotel and accommodation operators have begged for help, claiming COVID-19 has slashed occupancy rates in CBDs by half.', 'Parliament’s COVID-19 committee on Thursday also heard “anecdotal evidence” of significant job losses in the sector following the end of JobKeeper.', 'Tourism Accommodation Australia chief executive Michael Johnson said the industry had no federal or state safety net to help it cope with the impact of snap lockdowns.', '“This has a devastating financial, emotional, and mental cost to businesses and workers,” he said.', '“Many workers have found alternative employment in other industries less exposed to the impacts of COVID-19.”', 'Australia has enjoyed a strong economic recovery from COVID-19, and Treasurer Josh Frydenberg on Thursday noted that 200,000 more people than initial estimates had found work.', 'But Mr Johnson said 15 per cent of workers in the hotel sector in NSW had been laid off since March, adding to the 25 per cent let go at the beginning of the pandemic.', 'Cuts had come mainly from administrative roles that operators could no longer justify, but the sector faced “dire” shortages in kitchen and frontline food skills, he said.', '“So we’ve got this huge need for people. On the other side of it, we’ve had some highly skilled people that have left and gone to other industries,” he said.', 'Mr Johnson said in Sydney and Melbourne’s CBDs, which were heavily reliant on corporate travel, occupancy rates were around 50 per cent.', '“The concern is that if (people) do travel and there is a shutdown, they then get restricted or placed into a quarantine environment,” he said.', '“We’re still seeing a very, very slow recovery of corporate travel, and the corporate market makes up a huge proportion of our domestic travel.”', 'Australian Hotels Association ACT general manager Anthony Brierley said unemployment was at “virtually 100 per cent” in the sector at the beginning of the pandemic.', 'Mr Brierley said the federal government’s $80bn JobKeeper scheme had eased that pain but agreed there would be “significant job losses” after it ended last month.', '“That’s the anecdotal evidence. I think the ABS data will bear that out in time,” he said.', 'He predicted unemployment would remain at roughly 11 per cent, equating to around 100,000 jobs.', 'Mr Brierley also warned that hotel operators’ fixed costs, including rent and mortgages, had returned to or exceeded their pre-pandemic levels.', 'Coupled with capacity limits, he said the situation for operators had become “unsustainable”.', '“Our industry is being asked to do these things with only 50 per cent of its patrons. That’s not fair. It’s not sustainable in a financial sense,” he said.', 'Mr Brierley said targeted assistance from the federal government had previously worked to plug holes caused by snap lockdowns, but was that was no longer the case.', '“There’s a breakdown there and our industry is caught in the middle of it, and people seem to be oblivious to the financial plight that comes with that,” he said.', 'You can cancel those travel plans – again. A shock prediction buried in budget has revealed how much longer our borders will stay shut.', 'States and territories have been quick to hit Victorian travellers with new requirements after a shock new case of COVID-19 was recorded.', 'Our Apps']",0.3699451966473242,0.04236299161831076,Positive
201,"['India is struggling to provide oxygen vital for the treatment of seriously ill Covid-19 patients', ""A devastating surge in coronavirus infections has exposed India's dilapidated health infrastructure and a deep shortage of oxygen -- a key treatment for seriously ill Covid-19 patients."", 'AFP looks at the reasons behind the shortage:', 'Oxygen therapy is crucial for severe Covid-19 patients with hypoxaemia -- when oxygen levels in the blood are too low.', '""This is why it is imperative\xa0to fix oxygen supply systems in hospital settings as this is a disease that affects lungs primarily.""', 'But the government has for years failed to invest enough money into such infrastructure, experts say.', 'The short answer: yes.', 'The bottlenecks are in transport and storage.', 'But India is short of cryogenic tankers.', ""Most oxygen producers are in India's east, while the soaring demand has been in cities including financial hub Mumbai in the west and the capital Delhi in the north."", 'Meanwhile, many hospitals do not have on-site oxygen plants, often because of poor infrastructure, a lack of expertise and high costs.', ""- What's being done? -"", 'Industries have been ordered by the government not to use liquid oxygen.', 'The military has also been mobilised to transport tankers and other supplies domestically and from international sources.', ""- What's happening on the ground? -"", 'Reports have emerged of hospitals asking patients to arrange for their own\xa0cylinders and of people dying even after being admitted due to low oxygen supplies.', 'Meanwhile, there is a growing black market for cylinders and concentrators sold far above their usual retail prices.', '""The government did not plan in time,"" sales executive Prabhat Kumar told AFP.', 'abh/grk/qan', '...', 'There’s only one game that matters for the Adelaide 36ers to keep their NBL playoff hopes alive, and it’s the next one.', 'Protesters have parked trucks in the middle of roads around Parliament House, and say they plan to spend hours on top of the vehicles.', 'Our Apps']",0.47352380952380957,-0.06019047619047618,Negative
